TNFRSF1B	TNFRSF1B
VPS13D	VPS13D
DHRS3	DHRS3
PDPN	PDPN
PRDM2	PRDM2
KAZN	KAZN
TMEM51	TMEM51
FHAD1	FHAD1
EFHD2	EFHD2
CASP9	CASP9
DNAJC16	DNAJC16
DDI2	DDI2
PLEKHM2	PLEKHM2
FBLIM1	FBLIM1
UQCRHL	UQCRHL
FLJ37453	FLJ37453
SPEN	SPEN
ZBTB17	ZBTB17
HSPB7	HSPB7
EPHA2	EPHA2
ARHGEF19	ARHGEF19
RSG1	RSG1
FBXO42	FBXO42
SZRD1	SZRD1
NECAP2	NECAP2
RP4-798A10.2	RP4-798A10.2
NBPF1	NBPF1
CROCC	CROCC
RP11-108M9.4	RP11-108M9.4
RP11-108M9.6	RP11-108M9.6
MFAP2	MFAP2
ATP13A2	ATP13A2
SDHB	SDHB
PADI2	PADI2
RCC2	RCC2
ARHGEF10L	ARHGEF10L
IGSF21	IGSF21
ALDH4A1	ALDH4A1
IFFO2	IFFO2
UBR4	UBR4
RP1-43E13.2	RP1-43E13.2
EMC1	EMC1
MRTO4	MRTO4
AKR7A2	AKR7A2
PQLC2	PQLC2
CAPZB	CAPZB
MINOS1	MINOS1
NBL1	NBL1
TMCO4	TMCO4
OTUD3	OTUD3
PLA2G2A	PLA2G2A
PLA2G5	PLA2G5
UBXN10	UBXN10
CAMK2N1	CAMK2N1
MUL1	MUL1
CDA	CDA
PINK1	PINK1
PINK1-AS	PINK1-AS
DDOST	DDOST
KIF17	KIF17
HP1BP3	HP1BP3
EIF4G3	EIF4G3
ECE1	ECE1
NBPF3	NBPF3
ALPL	ALPL
RAP1GAP	RAP1GAP
USP48	USP48
LDLRAD2	LDLRAD2
HSPG2	HSPG2
LINC00339	LINC00339
CDC42	CDC42
ZBTB40	ZBTB40
C1QA	C1QA
C1QC	C1QC
C1QB	C1QB
EPHB2	EPHB2
KDM1A	KDM1A
LUZP1	LUZP1
LINC01355	LINC01355
HNRNPR	HNRNPR
ZNF436	ZNF436
TCEA3	TCEA3
ID3	ID3
RPL11	RPL11
TCEB3	TCEB3
TCEB3-AS1	TCEB3-AS1
PITHD1	PITHD1
LYPLA2	LYPLA2
GALE	GALE
HMGCL	HMGCL
FUCA1	FUCA1
CNR2	CNR2
PNRC2	PNRC2
SRSF10	SRSF10
STPG1	STPG1
NIPAL3	NIPAL3
RCAN3	RCAN3
RP4-594I10.3	RP4-594I10.3
NCMAP	NCMAP
SRRM1	SRRM1
CLIC4	CLIC4
RUNX3	RUNX3
RP4-706G24.1	RP4-706G24.1
SYF2	SYF2
RSRP1	RSRP1
TMEM50A	TMEM50A
TMEM57	TMEM57
LDLRAP1	LDLRAP1
RP11-70P17.1	RP11-70P17.1
MAN1C1	MAN1C1
RP1-187B23.1	RP1-187B23.1
SEPN1	SEPN1
RP1-317E23.3	RP1-317E23.3
MTFR1L	MTFR1L
RP1-125I3.2	RP1-125I3.2
PAQR7	PAQR7
STMN1	STMN1
PAFAH2	PAFAH2
PDIK1L	PDIK1L
FAM110D	FAM110D
ZNF593	ZNF593
CNKSR1	CNKSR1
CEP85	CEP85
SH3BGRL3	SH3BGRL3
UBXN11	UBXN11
CD52	CD52
ZNF683	ZNF683
DHDDS	DHDDS
HMGN2	HMGN2
RPS6KA1	RPS6KA1
ARID1A	ARID1A
PIGV	PIGV
ZDHHC18	ZDHHC18
GPN2	GPN2
GPATCH3	GPATCH3
NUDC	NUDC
NR0B2	NR0B2
KDF1	KDF1
TRNP1	TRNP1
SLC9A1	SLC9A1
WDTC1	WDTC1
TMEM222	TMEM222
SYTL1	SYTL1
MAP3K6	MAP3K6
FCN3	FCN3
GPR3	GPR3
WASF2	WASF2
AHDC1	AHDC1
FGR	FGR
IFI6	IFI6
FAM76A	FAM76A
STX12	STX12
PPP1R8	PPP1R8
THEMIS2	THEMIS2
RPA2	RPA2
SMPDL3B	SMPDL3B
XKR8	XKR8
EYA3	EYA3
PTAFR	PTAFR
DNAJC8	DNAJC8
ATPIF1	ATPIF1
RP5-1092A3.4	RP5-1092A3.4
SESN2	SESN2
MED18	MED18
PHACTR4	PHACTR4
RCC1	RCC1
TRNAU1AP	TRNAU1AP
SNHG12	SNHG12
TAF12	TAF12
RAB42	RAB42
RNU11	RNU11
GMEB1	GMEB1
YTHDF2	YTHDF2
EPB41	EPB41
TMEM200B	TMEM200B
SRSF4	SRSF4
MECR	MECR
PTPRU	PTPRU
MATN1-AS1	MATN1-AS1
LAPTM5	LAPTM5
SDC3	SDC3
PUM1	PUM1
SNRNP40	SNRNP40
ZCCHC17	ZCCHC17
FABP3	FABP3
SERINC2	SERINC2
TINAGL1	TINAGL1
PEF1	PEF1
COL16A1	COL16A1
PTP4A2	PTP4A2
KHDRBS1	KHDRBS1
RP11-277A4.4	RP11-277A4.4
TMEM39B	TMEM39B
KPNA6	KPNA6
TXLNA	TXLNA
CCDC28B	CCDC28B
TMEM234	TMEM234
EIF3I	EIF3I
FAM167B	FAM167B
LCK	LCK
HDAC1	HDAC1
MARCKSL1	MARCKSL1
FAM229A	FAM229A
BSDC1	BSDC1
ZBTB8A	ZBTB8A
ZBTB8OS	ZBTB8OS
RBBP4	RBBP4
SYNC	SYNC
KIAA1522	KIAA1522
YARS	YARS
S100PBP	S100PBP
TMEM54	TMEM54
RNF19B	RNF19B
AK2	AK2
AZIN2	AZIN2
TRIM62	TRIM62
ZNF362	ZNF362
PHC2	PHC2
ZSCAN20	ZSCAN20
SMIM12	SMIM12
GJA4	GJA4
RP11-244H3.4	RP11-244H3.4
ZMYM6	ZMYM6
ZMYM1	ZMYM1
SFPQ	SFPQ
ZMYM4	ZMYM4
KIAA0319L	KIAA0319L
NCDN	NCDN
RP4-728D4.2	RP4-728D4.2
PSMB2	PSMB2
C1orf216	C1orf216
CLSPN	CLSPN
AGO4	AGO4
AGO1	AGO1
AGO3	AGO3
ADPRHL2	ADPRHL2
COL8A2	COL8A2
TRAPPC3	TRAPPC3
MAP7D1	MAP7D1
THRAP3	THRAP3
SH3D21	SH3D21
EVA1B	EVA1B
STK40	STK40
LSM10	LSM10
OSCP1	OSCP1
MRPS15	MRPS15
CSF3R	CSF3R
LINC01137	LINC01137
ZC3H12A	ZC3H12A
MEAF6	MEAF6
SNIP1	SNIP1
DNALI1	DNALI1
GNL2	GNL2
C1orf109	C1orf109
CDCA8	CDCA8
MANEAL	MANEAL
YRDC	YRDC
C1orf122	C1orf122
MTF1	MTF1
INPP5B	INPP5B
RP11-109P14.10	RP11-109P14.10
SF3A3	SF3A3
FHL3	FHL3
UTP11L	UTP11L
RRAGC	RRAGC
MYCBP	MYCBP
AKIRIN1	AKIRIN1
NDUFS5	NDUFS5
MACF1	MACF1
RP11-69E11.4	RP11-69E11.4
PABPC4	PABPC4
HEYL	HEYL
PPIE	PPIE
TRIT1	TRIT1
MYCL	MYCL
CAP1	CAP1
PPT1	PPT1
RLF	RLF
RP1-39G22.7	RP1-39G22.7
ZMPSTE24	ZMPSTE24
COL9A2	COL9A2
SMAP2	SMAP2
ZFP69	ZFP69
EXO5	EXO5
ZNF684	ZNF684
NFYC-AS1	NFYC-AS1
NFYC	NFYC
CITED4	CITED4
CTPS1	CTPS1
SCMH1	SCMH1
HIVEP3	HIVEP3
FOXJ3	FOXJ3
RIMKLA	RIMKLA
PPCS	PPCS
CCDC30	CCDC30
PPIH	PPIH
YBX1	YBX1
P3H1	P3H1
C1orf50	C1orf50
SVBP	SVBP
ERMAP	ERMAP
ZNF691	ZNF691
SLC2A1	SLC2A1
EBNA1BP2	EBNA1BP2
TMEM125	TMEM125
TIE1	TIE1
RP1-92O14.3	RP1-92O14.3
ELOVL1	ELOVL1
MED8	MED8
SZT2	SZT2
HYI	HYI
PTPRF	PTPRF
KDM4A	KDM4A
ST3GAL3	ST3GAL3
IPO13	IPO13
DPH2	DPH2
ATP6V0B	ATP6V0B
B4GALT2	B4GALT2
CCDC24	CCDC24
SLC6A9	SLC6A9
RP5-1198O20.4	RP5-1198O20.4
DMAP1	DMAP1
ERI3	ERI3
RNF220	RNF220
TMEM53	TMEM53
C1orf228	C1orf228
RPS8	RPS8
BEST4	BEST4
PLK3	PLK3
BTBD19	BTBD19
PTCH2	PTCH2
EIF2B3	EIF2B3
HECTD3	HECTD3
UROD	UROD
MUTYH	MUTYH
TOE1	TOE1
TESK2	TESK2
CCDC163P	CCDC163P
MMACHC	MMACHC
PRDX1	PRDX1
AKR1A1	AKR1A1
NASP	NASP
GPBP1L1	GPBP1L1
TMEM69	TMEM69
IPP	IPP
MAST2	MAST2
PIK3R3	PIK3R3
POMGNT1	POMGNT1
LURAP1	LURAP1
LRRC41	LRRC41
UQCRH	UQCRH
NSUN4	NSUN4
FAAH	FAAH
MKNK1	MKNK1
MOB3C	MOB3C
ATPAF1	ATPAF1
EFCAB14	EFCAB14
CYP4X1	CYP4X1
PDZK1IP1	PDZK1IP1
TAL1	TAL1
CMPK1	CMPK1
TRABD2B	TRABD2B
SPATA6	SPATA6
BEND5	BEND5
FAF1	FAF1
CDKN2C	CDKN2C
RNF11	RNF11
EPS15	EPS15
OSBPL9	OSBPL9
NRDC	NRDC
RP4-657D16.3	RP4-657D16.3
RAB3B	RAB3B
TXNDC12	TXNDC12
KTI12	KTI12
BTF3L4	BTF3L4
ZFYVE9	ZFYVE9
CC2D1B	CC2D1B
PRPF38A	PRPF38A
ZCCHC11	ZCCHC11
GPX7	GPX7
FAM159A	FAM159A
COA7	COA7
ZYG11B	ZYG11B
ECHDC2	ECHDC2
SCP2	SCP2
PODN	PODN
CPT2	CPT2
C1orf123	C1orf123
RP5-1024G6.7	RP5-1024G6.7
MAGOH	MAGOH
RP11-117D22.2	RP11-117D22.2
NDC1	NDC1
YIPF1	YIPF1
HSPB11	HSPB11
LRRC42	LRRC42
TMEM59	TMEM59
TCEANC2	TCEANC2
CYB5RL	CYB5RL
MRPL37	MRPL37
SSBP3	SSBP3
ACOT11	ACOT11
TTC4	TTC4
TTC22	TTC22
DHCR24	DHCR24
USP24	USP24
RP11-504A18.1	RP11-504A18.1
PLPP3	PLPP3
PRKAA2	PRKAA2
OMA1	OMA1
TACSTD2	TACSTD2
MYSM1	MYSM1
JUN	JUN
LINC01358	LINC01358
FGGY	FGGY
HOOK1	HOOK1
CYP2J2	CYP2J2
NFIA	NFIA
TM2D1	TM2D1
INADL	INADL
USP1	USP1
DOCK7	DOCK7
ANGPTL3	ANGPTL3
ATG4C	ATG4C
ALG6	ALG6
ITGB3BP	ITGB3BP
EFCAB7	EFCAB7
PGM1	PGM1
ROR1	ROR1
CACHD1	CACHD1
RAVER2	RAVER2
JAK1	JAK1
AK4	AK4
LEPROT	LEPROT
LEPR	LEPR
PDE4B	PDE4B
SGIP1	SGIP1
WDR78	WDR78
MIER1	MIER1
SLC35D1	SLC35D1
IL23R	IL23R
SERBP1	SERBP1
GADD45A	GADD45A
GNG12	GNG12
GNG12-AS1	GNG12-AS1
DIRAS3	DIRAS3
WLS	WLS
LRRC7	LRRC7
LRRC40	LRRC40
SRSF11	SRSF11
ANKRD13C	ANKRD13C
HHLA3	HHLA3
CTH	CTH
PTGER3	PTGER3
ZRANB2	ZRANB2
FPGT	FPGT
FPGT-TNNI3K	FPGT-TNNI3K
CRYZ	CRYZ
TYW3	TYW3
ACADM	ACADM
RABGGTB	RABGGTB
ST6GALNAC3	ST6GALNAC3
PIGK	PIGK
AK5	AK5
ZZZ3	ZZZ3
USP33	USP33
FAM73A	FAM73A
NEXN	NEXN
FUBP1	FUBP1
DNAJB4	DNAJB4
GIPC2	GIPC2
RP11-386I14.4	RP11-386I14.4
IFI44L	IFI44L
IFI44	IFI44
ADGRL4	ADGRL4
RP5-887A10.1	RP5-887A10.1
ADGRL2	ADGRL2
RP11-475O6.1	RP11-475O6.1
TTLL7	TTLL7
PRKACB	PRKACB
SAMD13	SAMD13
RPF1	RPF1
GNG5	GNG5
CTBS	CTBS
SSX2IP	SSX2IP
SYDE2	SYDE2
C1orf52	C1orf52
BCL10	BCL10
RP11-131L23.1	RP11-131L23.1
DDAH1	DDAH1
RP4-621F18.2	RP4-621F18.2
CYR61	CYR61
ZNHIT6	ZNHIT6
ODF2L	ODF2L
SH3GLB1	SH3GLB1
SEP15	SEP15
HS2ST1	HS2ST1
LMO4	LMO4
PKN2	PKN2
GTF2B	GTF2B
CCBL2	CCBL2
RBMXL1	RBMXL1
GBP3	GBP3
GBP1	GBP1
GBP2	GBP2
GBP7	GBP7
GBP4	GBP4
GBP5	GBP5
LRRC8B	LRRC8B
FLJ27354	FLJ27354
LRRC8C	LRRC8C
LRRC8D	LRRC8D
ZNF326	ZNF326
RP4-665J23.1	RP4-665J23.1
ZNF644	ZNF644
CDC7	CDC7
TGFBR3	TGFBR3
BTBD8	BTBD8
KIAA1107	KIAA1107
GLMN	GLMN
RPAP2	RPAP2
GFI1	GFI1
EVI5	EVI5
RPL5	RPL5
FAM69A	FAM69A
MTF2	MTF2
TMED5	TMED5
CCDC18	CCDC18
DR1	DR1
FNBP1L	FNBP1L
BCAR3	BCAR3
DNTTIP2	DNTTIP2
GCLM	GCLM
ARHGAP29	ARHGAP29
ABCD3	ABCD3
F3	F3
SLC44A3	SLC44A3
CNN3	CNN3
RP4-639F20.1	RP4-639F20.1
ALG14	ALG14
TMEM56	TMEM56
RWDD3	RWDD3
PTBP2	PTBP2
DPYD	DPYD
SNX7	SNX7
PALMD	PALMD
AGL	AGL
SLC35A3	SLC35A3
MFSD14A	MFSD14A
SASS6	SASS6
TRMT13	TRMT13
DBT	DBT
RTCA-AS1	RTCA-AS1
RTCA	RTCA
CDC14A	CDC14A
VCAM1	VCAM1
EXTL2	EXTL2
RP4-549L20.3	RP4-549L20.3
SLC30A7	SLC30A7
DPH5	DPH5
RP11-421L21.3	RP11-421L21.3
RP4-575N6.4	RP4-575N6.4
S1PR1	S1PR1
RNPC3	RNPC3
PRMT6	PRMT6
VAV3	VAV3
SLC25A24	SLC25A24
FAM102B	FAM102B
HENMT1	HENMT1
PRPF38B	PRPF38B
STXBP3	STXBP3
GPSM2	GPSM2
CLCC1	CLCC1
WDR47	WDR47
TAF13	TAF13
RP5-1065J22.8	RP5-1065J22.8
TMEM167B	TMEM167B
SARS	SARS
CELSR2	CELSR2
PSRC1	PSRC1
SORT1	SORT1
PSMA5	PSMA5
CYB561D1	CYB561D1
AMIGO1	AMIGO1
GNAI3	GNAI3
AMPD2	AMPD2
GSTM4	GSTM4
GSTM2	GSTM2
GSTM3	GSTM3
CSF1	CSF1
AHCYL1	AHCYL1
STRIP1	STRIP1
KCNC4	KCNC4
RBM15	RBM15
SLC16A4	SLC16A4
LAMTOR5	LAMTOR5
RP11-284N8.3	RP11-284N8.3
KCNA3	KCNA3
CD53	CD53
LRIF1	LRIF1
DRAM2	DRAM2
CEPT1	CEPT1
RP5-1180E21.5	RP5-1180E21.5
DENND2D	DENND2D
CHI3L2	CHI3L2
WDR77	WDR77
ATP5F1	ATP5F1
C1orf162	C1orf162
TMIGD3	TMIGD3
ADORA3	ADORA3
RAP1A	RAP1A
FAM212B	FAM212B
DDX20	DDX20
KCND3	KCND3
CTTNBP2NL	CTTNBP2NL
WNT2B	WNT2B
ST7L	ST7L
CAPZA1	CAPZA1
MOV10	MOV10
RP11-426L16.3	RP11-426L16.3
RHOC	RHOC
PPM1J	PPM1J
SLC16A1	SLC16A1
SLC16A1-AS1	SLC16A1-AS1
LRIG2	LRIG2
MAGI3	MAGI3
PHTF1	PHTF1
RSBN1	RSBN1
PTPN22	PTPN22
AP4B1-AS1	AP4B1-AS1
AP4B1	AP4B1
DCLRE1B	DCLRE1B
HIPK1-AS1	HIPK1-AS1
HIPK1	HIPK1
OLFML3	OLFML3
TRIM33	TRIM33
BCAS2	BCAS2
DENND2C	DENND2C
NRAS	NRAS
CSDE1	CSDE1
SIKE1	SIKE1
TSPAN2	TSPAN2
NGF	NGF
VANGL1	VANGL1
CASQ2	CASQ2
SLC22A15	SLC22A15
ATP1A1	ATP1A1
CD58	CD58
CD2	CD2
PTGFRN	PTGFRN
CD101	CD101
TTF2	TTF2
TRIM45	TRIM45
VTCN1	VTCN1
MAN1A2	MAN1A2
FAM46C	FAM46C
GDAP2	GDAP2
WDR3	WDR3
WARS2	WARS2
RP11-418J17.1	RP11-418J17.1
ZNF697	ZNF697
PHGDH	PHGDH
NOTCH2	NOTCH2
SEC22B	SEC22B
AC253572.1	AC253572.1
LINC00623	LINC00623
FCGR1B	FCGR1B
FAM72B	FAM72B
SRGAP2C	SRGAP2C
RP11-344P13.6	RP11-344P13.6
RP11-403I13.5	RP11-403I13.5
RP11-14N7.2	RP11-14N7.2
RP11-763B22.4	RP11-763B22.4
NBPF15	NBPF15
SRGAP2B	SRGAP2B
AC241585.2	AC241585.2
CH17-373J23.1	CH17-373J23.1
RP11-89F3.2	RP11-89F3.2
NBPF20	NBPF20
GPR89A	GPR89A
PDZK1	PDZK1
CD160	CD160
RNF115	RNF115
POLR3C	POLR3C
NUDT17	NUDT17
PIAS3	PIAS3
ANKRD35	ANKRD35
ITGA10	ITGA10
PEX11B	PEX11B
RBM8A	RBM8A
RP11-315I20.1	RP11-315I20.1
LIX1L	LIX1L
ANKRD34A	ANKRD34A
POLR3GL	POLR3GL
TXNIP	TXNIP
NBPF10	NBPF10
NOTCH2NL	NOTCH2NL
NBPF12	NBPF12
PRKAB2	PRKAB2
RP11-337C18.8	RP11-337C18.8
FMO5	FMO5
CHD1L	CHD1L
BCL9	BCL9
ACP6	ACP6
GJA5	GJA5
GPR89B	GPR89B
NBPF11	NBPF11
LINC01138	LINC01138
RP11-495P10.1	RP11-495P10.1
AC245100.1	AC245100.1
NBPF14	NBPF14
PDE4DIP	PDE4DIP
NBPF9	NBPF9
CH17-189H20.1	CH17-189H20.1
RP11-326G21.1	RP11-326G21.1
NBPF19	NBPF19
LINC00869	LINC00869
FAM231D	FAM231D
FCGR1A	FCGR1A
HIST2H2BE	HIST2H2BE
RP11-196G18.23	RP11-196G18.23
HIST2H2AC	HIST2H2AC
BOLA1	BOLA1
SV2A	SV2A
SF3B4	SF3B4
MTMR11	MTMR11
OTUD7B	OTUD7B
VPS45	VPS45
PLEKHO1	PLEKHO1
ANP32E	ANP32E
APH1A	APH1A
C1orf54	C1orf54
CIART	CIART
MRPS21	MRPS21
PRPF3	PRPF3
RPRD2	RPRD2
TARS2	TARS2
ECM1	ECM1
FALEC	FALEC
ADAMTSL4	ADAMTSL4
MCL1	MCL1
ENSA	ENSA
GOLPH3L	GOLPH3L
CTSS	CTSS
CTSK	CTSK
ARNT	ARNT
SETDB1	SETDB1
CERS2	CERS2
ANXA9	ANXA9
FAM63A	FAM63A
PRUNE	PRUNE
BNIPL	BNIPL
C1orf56	C1orf56
CDC42SE1	CDC42SE1
MLLT11	MLLT11
GABPB2	GABPB2
SEMA6C	SEMA6C
TNFAIP8L2	TNFAIP8L2
SCNM1	SCNM1
LYSMD1	LYSMD1
VPS72	VPS72
PIP5K1A	PIP5K1A
PSMD4	PSMD4
RP11-126K1.2	RP11-126K1.2
ZNF687	ZNF687
PI4KB	PI4KB
RFX5	RFX5
RP11-126K1.6	RP11-126K1.6
SELENBP1	SELENBP1
PSMB4	PSMB4
POGZ	POGZ
CGN	CGN
SNX27	SNX27
MRPL9	MRPL9
TDRKH	TDRKH
RORC	RORC
C2CD4D	C2CD4D
THEM4	THEM4
S100A10	S100A10
S100A11	S100A11
S100A9	S100A9
S100A12	S100A12
S100A8	S100A8
S100A6	S100A6
S100A4	S100A4
S100A3	S100A3
S100A2	S100A2
S100A16	S100A16
S100A14	S100A14
S100A13	S100A13
S100A1	S100A1
CHTOP	CHTOP
SNAPIN	SNAPIN
ILF2	ILF2
NPR1	NPR1
INTS3	INTS3
SLC27A3	SLC27A3
GATAD2B	GATAD2B
DENND4B	DENND4B
CRTC2	CRTC2
SLC39A1	SLC39A1
RP11-422P24.12	RP11-422P24.12
CREB3L4	CREB3L4
JTB	JTB
RAB13	RAB13
RPS27	RPS27
TPM3	TPM3
C1orf43	C1orf43
UBAP2L	UBAP2L
HAX1	HAX1
ATP8B2	ATP8B2
RP11-350G8.5	RP11-350G8.5
IL6R	IL6R
SHE	SHE
TDRD10	TDRD10
UBE2Q1	UBE2Q1
ADAR	ADAR
KCNN3	KCNN3
PMVK	PMVK
PBXIP1	PBXIP1
PYGO2	PYGO2
RP11-307C12.12	RP11-307C12.12
SHC1	SHC1
CKS1B	CKS1B
FLAD1	FLAD1
ZBTB7B	ZBTB7B
ADAM15	ADAM15
EFNA4	EFNA4
EFNA3	EFNA3
EFNA1	EFNA1
SLC50A1	SLC50A1
DPM3	DPM3
KRTCAP2	KRTCAP2
RP11-263K19.4	RP11-263K19.4
THBS3	THBS3
MTX1	MTX1
GBA	GBA
FAM189B	FAM189B
SCAMP3	SCAMP3
CLK2	CLK2
FDPS	FDPS
RUSC1	RUSC1
ASH1L	ASH1L
ASH1L-AS1	ASH1L-AS1
MSTO1	MSTO1
YY1AP1	YY1AP1
DAP3	DAP3
GON4L	GON4L
SYT11	SYT11
RIT1	RIT1
KIAA0907	KIAA0907
ARHGEF2	ARHGEF2
SSR2	SSR2
UBQLN4	UBQLN4
LAMTOR2	LAMTOR2
RAB25	RAB25
MEX3A	MEX3A
LMNA	LMNA
SEMA4A	SEMA4A
SLC25A44	SLC25A44
PMF1-BGLAP	PMF1-BGLAP
PMF1	PMF1
BGLAP	BGLAP
SMG5	SMG5
TMEM79	TMEM79
GLMP	GLMP
CCT3	CCT3
RP11-98G7.1	RP11-98G7.1
MEF2D	MEF2D
APOA1BP	APOA1BP
GPATCH4	GPATCH4
RP11-284F21.11	RP11-284F21.11
NES	NES
RP11-66D17.3	RP11-66D17.3
CRABP2	CRABP2
ISG20L2	ISG20L2
RRNAD1	RRNAD1
MRPL24	MRPL24
HDGF	HDGF
PRCC	PRCC
SH2D2A	SH2D2A
PEAR1	PEAR1
ARHGEF11	ARHGEF11
ETV3	ETV3
FCRL5	FCRL5
FCRL3	FCRL3
FCRL2	FCRL2
CD5L	CD5L
KIRREL	KIRREL
RP11-404O13.1	RP11-404O13.1
CD1D	CD1D
CD1C	CD1C
CD1E	CD1E
MNDA	MNDA
PYHIN1	PYHIN1
IFI16	IFI16
AIM2	AIM2
CADM3	CADM3
ACKR1	ACKR1
FCER1A	FCER1A
APCS	APCS
CRP	CRP
DUSP23	DUSP23
FCRL6	FCRL6
SLAMF8	SLAMF8
C1orf204	C1orf204
VSIG8	VSIG8
TAGLN2	TAGLN2
IGSF9	IGSF9
LINC01133	LINC01133
PIGM	PIGM
IGSF8	IGSF8
ATP1A2	ATP1A2
RP11-536C5.7	RP11-536C5.7
PEA15	PEA15
DCAF8	DCAF8
PEX19	PEX19
COPA	COPA
NCSTN	NCSTN
SLAMF6	SLAMF6
CD84	CD84
SLAMF1	SLAMF1
CD48	CD48
SLAMF7	SLAMF7
LY9	LY9
CD244	CD244
ITLN1	ITLN1
F11R	F11R
TSTD1	TSTD1
USF1	USF1
ARHGAP30	ARHGAP30
KLHDC9	KLHDC9
PFDN2	PFDN2
NIT1	NIT1
DEDD	DEDD
UFC1	UFC1
USP21	USP21
PPOX	PPOX
B4GALT3	B4GALT3
ADAMTS4	ADAMTS4
NDUFS2	NDUFS2
FCER1G	FCER1G
APOA2	APOA2
TOMM40L	TOMM40L
NR1I3	NR1I3
SDHC	SDHC
FCGR2A	FCGR2A
HSPA6	HSPA6
FCGR3A	FCGR3A
FCGR2B	FCGR2B
FCRLA	FCRLA
FCRLB	FCRLB
DUSP12	DUSP12
ATF6	ATF6
OLFML2B	OLFML2B
NOS1AP	NOS1AP
SH2D1B	SH2D1B
UHMK1	UHMK1
UAP1	UAP1
DDR2	DDR2
HSD17B7	HSD17B7
RGS4	RGS4
RGS5	RGS5
NUF2	NUF2
PBX1	PBX1
MGST3	MGST3
ALDH9A1	ALDH9A1
TMCO1	TMCO1
UCK2	UCK2
POGK	POGK
TADA1	TADA1
ILDR2	ILDR2
POU2F1	POU2F1
CD247	CD247
RP11-104L21.3	RP11-104L21.3
CREG1	CREG1
RP3-455J7.4	RP3-455J7.4
RCSD1	RCSD1
MPZL1	MPZL1
MPC2	MPC2
DCAF6	DCAF6
